index;InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country;Amount;PurchaseType;PurchaseType2;Year;Year & Invoice
56;536373;21068;Vintage Billboard Love/Hate Mug;6;2010-12-01 09:02:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536373
57;536373;82483;Wood 2 Drawer Cabinet White Finish;2;2010-12-01 09:02:00;4.95;17850.0;United Kingdom;9.9;Low Value;Low Value;2010;2010 | 536373
58;536373;82486;Wood S/3 Cabinet Ant White Finish;4;2010-12-01 09:02:00;6.95;17850.0;United Kingdom;27.8;Low Value;Low Value;2010;2010 | 536373
59;536373;82482;Wooden Picture Frame White Finish;6;2010-12-01 09:02:00;2.1;17850.0;United Kingdom;12.600000000000001;Low Value;Low Value;2010;2010 | 536373
60;536373;82494L;Wooden Frame Antique White ;6;2010-12-01 09:02:00;2.55;17850.0;United Kingdom;15.299999999999999;Low Value;Low Value;2010;2010 | 536373
61;536373;84029G;Knitted Union Flag Hot Water Bottle;6;2010-12-01 09:02:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536373
62;536373;84029E;Red Woolly Hottie White Heart.;6;2010-12-01 09:02:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536373
63;536373;22752;Set 7 Babushka Nesting Boxes;2;2010-12-01 09:02:00;7.65;17850.0;United Kingdom;15.3;Low Value;Low Value;2010;2010 | 536373
64;536373;21730;Glass Star Frosted T-Light Holder;6;2010-12-01 09:02:00;4.25;17850.0;United Kingdom;25.5;Low Value;Low Value;2010;2010 | 536373
65;536374;21258;Victorian Sewing Box Large;32;2010-12-01 09:09:00;10.95;15100.0;United Kingdom;350.4;High Value;High Value;2010;2010 | 536374
66;536375;85123A;White Hanging Heart T-Light Holder;6;2010-12-01 09:32:00;2.55;17850.0;United Kingdom;15.299999999999999;Low Value;Low Value;2010;2010 | 536375
67;536375;71053;White Metal Lantern;6;2010-12-01 09:32:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536375
68;536375;84406B;Cream Cupid Hearts Coat Hanger;8;2010-12-01 09:32:00;2.75;17850.0;United Kingdom;22.0;Low Value;Low Value;2010;2010 | 536375
69;536375;20679;Edwardian Parasol Red;6;2010-12-01 09:32:00;4.95;17850.0;United Kingdom;29.700000000000003;Low Value;Low Value;2010;2010 | 536375
70;536375;37370;Retro Coffee Mugs Assorted;6;2010-12-01 09:32:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536375
71;536375;21871;Save The Planet Mug;6;2010-12-01 09:32:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536375
72;536375;21071;Vintage Billboard Drink Me Mug;6;2010-12-01 09:32:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536375
73;536375;21068;Vintage Billboard Love/Hate Mug;6;2010-12-01 09:32:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536375
74;536375;82483;Wood 2 Drawer Cabinet White Finish;2;2010-12-01 09:32:00;4.95;17850.0;United Kingdom;9.9;Low Value;Low Value;2010;2010 | 536375
75;536375;82486;Wood S/3 Cabinet Ant White Finish;4;2010-12-01 09:32:00;6.95;17850.0;United Kingdom;27.8;Low Value;Low Value;2010;2010 | 536375
76;536375;82482;Wooden Picture Frame White Finish;6;2010-12-01 09:32:00;2.1;17850.0;United Kingdom;12.600000000000001;Low Value;Low Value;2010;2010 | 536375
77;536375;82494L;Wooden Frame Antique White ;6;2010-12-01 09:32:00;2.55;17850.0;United Kingdom;15.299999999999999;Low Value;Low Value;2010;2010 | 536375
78;536375;84029G;Knitted Union Flag Hot Water Bottle;6;2010-12-01 09:32:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536375
79;536375;84029E;Red Woolly Hottie White Heart.;6;2010-12-01 09:32:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536375
80;536375;22752;Set 7 Babushka Nesting Boxes;2;2010-12-01 09:32:00;7.65;17850.0;United Kingdom;15.3;Low Value;Low Value;2010;2010 | 536375
81;536375;21730;Glass Star Frosted T-Light Holder;6;2010-12-01 09:32:00;4.25;17850.0;United Kingdom;25.5;Low Value;Low Value;2010;2010 | 536375
82;536376;22114;Hot Water Bottle Tea And Sympathy;48;2010-12-01 09:32:00;3.45;15291.0;United Kingdom;165.60000000000002;High Value;High Value;2010;2010 | 536376
83;536376;21733;Red Hanging Heart T-Light Holder;64;2010-12-01 09:32:00;2.55;15291.0;United Kingdom;163.2;High Value;High Value;2010;2010 | 536376
84;536377;22632;Hand Warmer Red Polka Dot;6;2010-12-01 09:34:00;1.85;17850.0;United Kingdom;11.100000000000001;Low Value;Low Value;2010;2010 | 536377
85;536377;22633;Hand Warmer Union Jack;6;2010-12-01 09:34:00;1.85;17850.0;United Kingdom;11.100000000000001;Low Value;Low Value;2010;2010 | 536377
86;536378;22386;Jumbo Bag Pink Polkadot;10;2010-12-01 09:37:00;1.95;14688.0;United Kingdom;19.5;Low Value;Low Value;2010;2010 | 536378
87;536378;85099C;Jumbo  Bag Baroque Black White;10;2010-12-01 09:37:00;1.95;14688.0;United Kingdom;19.5;Low Value;Low Value;2010;2010 | 536378
88;536378;21033;Jumbo Bag Charlie And Lola Toys;10;2010-12-01 09:37:00;2.95;14688.0;United Kingdom;29.5;Low Value;Low Value;2010;2010 | 536378
89;536378;20723;Strawberry Charlotte Bag;10;2010-12-01 09:37:00;0.85;14688.0;United Kingdom;8.5;Low Value;Low Value;2010;2010 | 536378
90;536378;84997B;Red 3 Piece Retrospot Cutlery Set;12;2010-12-01 09:37:00;3.75;14688.0;United Kingdom;45.0;Low Value;Low Value;2010;2010 | 536378
91;536378;84997C;Blue 3 Piece Polkadot Cutlery Set;6;2010-12-01 09:37:00;3.75;14688.0;United Kingdom;22.5;Low Value;Low Value;2010;2010 | 536378
92;536378;21094;Set/6 Red Spotty Paper Plates;12;2010-12-01 09:37:00;0.85;14688.0;United Kingdom;10.2;Low Value;Low Value;2010;2010 | 536378
93;536378;20725;Lunch Bag Red Retrospot;10;2010-12-01 09:37:00;1.65;14688.0;United Kingdom;16.5;Low Value;Low Value;2010;2010 | 536378
94;536378;21559;Strawberry Lunch Box With Cutlery;6;2010-12-01 09:37:00;2.55;14688.0;United Kingdom;15.299999999999999;Low Value;Low Value;2010;2010 | 536378
95;536378;22352;Lunch Box With Cutlery Retrospot ;6;2010-12-01 09:37:00;2.55;14688.0;United Kingdom;15.299999999999999;Low Value;Low Value;2010;2010 | 536378
96;536378;21212;Pack Of 72 Retrospot Cake Cases;120;2010-12-01 09:37:00;0.42;14688.0;United Kingdom;50.4;Low Value;Med Value;2010;2010 | 536378
97;536378;21975;Pack Of 60 Dinosaur Cake Cases;24;2010-12-01 09:37:00;0.55;14688.0;United Kingdom;13.200000000000001;Low Value;Low Value;2010;2010 | 536378
98;536378;21977;Pack Of 60 Pink Paisley Cake Cases;24;2010-12-01 09:37:00;0.55;14688.0;United Kingdom;13.200000000000001;Low Value;Low Value;2010;2010 | 536378
99;536378;84991;60 Teatime Fairy Cake Cases;24;2010-12-01 09:37:00;0.55;14688.0;United Kingdom;13.200000000000001;Low Value;Low Value;2010;2010 | 536378
100;536378;84519A;Tomato Charlie+Lola Coaster Set;6;2010-12-01 09:37:00;2.95;14688.0;United Kingdom;17.700000000000003;Low Value;Low Value;2010;2010 | 536378
101;536378;85183B;Charlie & Lola Wastepaper Bin Flora;48;2010-12-01 09:37:00;1.25;14688.0;United Kingdom;60.0;Low Value;Med Value;2010;2010 | 536378
102;536378;85071B;Red Charlie+Lola Personal Doorsign;96;2010-12-01 09:37:00;0.38;14688.0;United Kingdom;36.480000000000004;Low Value;Low Value;2010;2010 | 536378
103;536378;21931;Jumbo Storage Bag Suki;10;2010-12-01 09:37:00;1.95;14688.0;United Kingdom;19.5;Low Value;Low Value;2010;2010 | 536378
104;536378;21929;Jumbo Bag Pink Vintage Paisley;10;2010-12-01 09:37:00;1.95;14688.0;United Kingdom;19.5;Low Value;Low Value;2010;2010 | 536378
105;536380;22961;Jam Making Set Printed;24;2010-12-01 09:41:00;1.45;17809.0;United Kingdom;34.8;Low Value;Low Value;2010;2010 | 536380
106;536381;22139;Retrospot Tea Set Ceramic 11 Pc ;23;2010-12-01 09:41:00;4.25;15311.0;United Kingdom;97.75;High Value;Med Value;2010;2010 | 536381
107;536381;84854;Girly Pink Tool Set;5;2010-12-01 09:41:00;4.95;15311.0;United Kingdom;24.75;Low Value;Low Value;2010;2010 | 536381
108;536381;22411;Jumbo Shopper Vintage Red Paisley;10;2010-12-01 09:41:00;1.95;15311.0;United Kingdom;19.5;Low Value;Low Value;2010;2010 | 536381
109;536381;82567;Airline Lounge,Metal Sign;2;2010-12-01 09:41:00;2.1;15311.0;United Kingdom;4.2;Low Value;Low Value;2010;2010 | 536381
110;536381;21672;White Spot Red Ceramic Drawer Knob;6;2010-12-01 09:41:00;1.25;15311.0;United Kingdom;7.5;Low Value;Low Value;2010;2010 | 536381
111;536381;22774;Red Drawer Knob Acrylic Edwardian;24;2010-12-01 09:41:00;1.25;15311.0;United Kingdom;30.0;Low Value;Low Value;2010;2010 | 536381
112;536381;22771;Clear Drawer Knob Acrylic Edwardian;24;2010-12-01 09:41:00;1.25;15311.0;United Kingdom;30.0;Low Value;Low Value;2010;2010 | 536381
113;536381;71270;Photo Clip Line;1;2010-12-01 09:41:00;1.25;15311.0;United Kingdom;1.25;Low Value;Low Value;2010;2010 | 536381
114;536381;22262;Felt Egg Cosy Chicken;1;2010-12-01 09:41:00;0.85;15311.0;United Kingdom;0.85;Low Value;Low Value;2010;2010 | 536381
115;536381;22637;Piggy Bank Retrospot ;1;2010-12-01 09:41:00;2.55;15311.0;United Kingdom;2.55;Low Value;Low Value;2010;2010 | 536381
116;536381;21934;Skull Shoulder Bag;10;2010-12-01 09:41:00;1.65;15311.0;United Kingdom;16.5;Low Value;Low Value;2010;2010 | 536381
117;536381;21169;You'Re Confusing Me Metal Sign ;3;2010-12-01 09:41:00;1.69;15311.0;United Kingdom;5.07;Low Value;Low Value;2010;2010 | 536381
118;536381;21166;Cook With Wine Metal Sign ;1;2010-12-01 09:41:00;1.95;15311.0;United Kingdom;1.95;Low Value;Low Value;2010;2010 | 536381
119;536381;21175;Gin + Tonic Diet Metal Sign;2;2010-12-01 09:41:00;2.1;15311.0;United Kingdom;4.2;Low Value;Low Value;2010;2010 | 536381
120;536381;37444A;Yellow Breakfast Cup And Saucer;1;2010-12-01 09:41:00;2.95;15311.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536381
121;536381;37444C;Pink Breakfast Cup And Saucer ;1;2010-12-01 09:41:00;2.95;15311.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536381
122;536381;22086;Paper Chain Kit 50'S Christmas ;4;2010-12-01 09:41:00;2.95;15311.0;United Kingdom;11.8;Low Value;Low Value;2010;2010 | 536381
123;536381;22083;Paper Chain Kit Retrospot;1;2010-12-01 09:41:00;2.95;15311.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536381
124;536381;84971S;Small Heart Flowers Hook ;6;2010-12-01 09:41:00;0.85;15311.0;United Kingdom;5.1;Low Value;Low Value;2010;2010 | 536381
125;536381;71270;Photo Clip Line;3;2010-12-01 09:41:00;1.25;15311.0;United Kingdom;3.75;Low Value;Low Value;2010;2010 | 536381
126;536381;47580;Tea Time Des Tea Cosy;2;2010-12-01 09:41:00;2.55;15311.0;United Kingdom;5.1;Low Value;Low Value;2010;2010 | 536381
127;536381;22261;Felt Egg Cosy White Rabbit ;1;2010-12-01 09:41:00;0.85;15311.0;United Kingdom;0.85;Low Value;Low Value;2010;2010 | 536381
128;536381;84832;Zinc Willie Winkie  Candle Stick;1;2010-12-01 09:41:00;0.85;15311.0;United Kingdom;0.85;Low Value;Low Value;2010;2010 | 536381
129;536381;22644;Ceramic Cherry Cake Money Bank;1;2010-12-01 09:41:00;1.45;15311.0;United Kingdom;1.45;Low Value;Low Value;2010;2010 | 536381
130;536381;21533;Retrospot Large Milk Jug;1;2010-12-01 09:41:00;4.95;15311.0;United Kingdom;4.95;Low Value;Low Value;2010;2010 | 536381
131;536381;21557;Set Of 6 Funky Beakers;2;2010-12-01 09:41:00;2.95;15311.0;United Kingdom;5.9;Low Value;Low Value;2010;2010 | 536381
132;536381;15056BL;Edwardian Parasol Black;2;2010-12-01 09:41:00;5.95;15311.0;United Kingdom;11.9;Low Value;Low Value;2010;2010 | 536381
133;536381;15056N;Edwardian Parasol Natural;2;2010-12-01 09:41:00;5.95;15311.0;United Kingdom;11.9;Low Value;Low Value;2010;2010 | 536381
134;536381;22646;Ceramic Strawberry Cake Money Bank;4;2010-12-01 09:41:00;1.45;15311.0;United Kingdom;5.8;Low Value;Low Value;2010;2010 | 536381
135;536381;22176;Blue Owl Soft Toy;1;2010-12-01 09:41:00;2.95;15311.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536381
136;536381;22438;Balloon Art Make Your Own Flowers;1;2010-12-01 09:41:00;1.95;15311.0;United Kingdom;1.95;Low Value;Low Value;2010;2010 | 536381
137;536381;21731;Red Toadstool Led Night Light;2;2010-12-01 09:41:00;1.65;15311.0;United Kingdom;3.3;Low Value;Low Value;2010;2010 | 536381
138;536381;22778;Glass Cloche Small;3;2010-12-01 09:41:00;3.95;15311.0;United Kingdom;11.850000000000001;Low Value;Low Value;2010;2010 | 536381
139;536381;22719;Gumball Monochrome Coat Rack;36;2010-12-01 09:41:00;1.06;15311.0;United Kingdom;38.160000000000004;Low Value;Low Value;2010;2010 | 536381
140;536381;21523;Doormat Fancy Font Home Sweet Home;10;2010-12-01 09:41:00;6.75;15311.0;United Kingdom;67.5;Low Value;Med Value;2010;2010 | 536381
142;536382;10002;Inflatable Political Globe ;12;2010-12-01 09:45:00;0.85;16098.0;United Kingdom;10.2;Low Value;Low Value;2010;2010 | 536382
143;536382;21912;Vintage Snakes & Ladders;8;2010-12-01 09:45:00;3.75;16098.0;United Kingdom;30.0;Low Value;Low Value;2010;2010 | 536382
144;536382;21832;Chocolate Calculator;12;2010-12-01 09:45:00;1.65;16098.0;United Kingdom;19.799999999999997;Low Value;Low Value;2010;2010 | 536382
145;536382;22411;Jumbo Shopper Vintage Red Paisley;10;2010-12-01 09:45:00;1.95;16098.0;United Kingdom;19.5;Low Value;Low Value;2010;2010 | 536382
146;536382;22379;Recycling Bag Retrospot ;10;2010-12-01 09:45:00;2.1;16098.0;United Kingdom;21.0;Low Value;Low Value;2010;2010 | 536382
147;536382;22381;Toy Tidy Pink Polkadot;50;2010-12-01 09:45:00;1.85;16098.0;United Kingdom;92.5;High Value;Med Value;2010;2010 | 536382
148;536382;22798;Antique Glass Dressing Table Pot;8;2010-12-01 09:45:00;2.95;16098.0;United Kingdom;23.6;Low Value;Low Value;2010;2010 | 536382
149;536382;22726;Alarm Clock Bakelike Green;4;2010-12-01 09:45:00;3.75;16098.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536382
150;536382;22926;Ivory Giant Garden Thermometer;12;2010-12-01 09:45:00;5.95;16098.0;United Kingdom;71.4;High Value;Med Value;2010;2010 | 536382
151;536382;22839;3 Tier Cake Tin Green And Cream;2;2010-12-01 09:45:00;14.95;16098.0;United Kingdom;29.9;Low Value;Low Value;2010;2010 | 536382
152;536382;22838;3 Tier Cake Tin Red And Cream;2;2010-12-01 09:45:00;14.95;16098.0;United Kingdom;29.9;Low Value;Low Value;2010;2010 | 536382
153;536382;22783;Set 3 Wicker Oval Baskets W Lids;4;2010-12-01 09:45:00;16.95;16098.0;United Kingdom;67.8;Low Value;Med Value;2010;2010 | 536382
155;536384;82484;Wood Black Board Ant White Finish;3;2010-12-01 09:53:00;6.45;18074.0;United Kingdom;19.35;Low Value;Low Value;2010;2010 | 536384
156;536384;84755;Colour Glass T-Light Holder Hanging;48;2010-12-01 09:53:00;0.65;18074.0;United Kingdom;31.200000000000003;Low Value;Low Value;2010;2010 | 536384
157;536384;22464;Hanging Metal Heart Lantern;12;2010-12-01 09:53:00;1.65;18074.0;United Kingdom;19.799999999999997;Low Value;Low Value;2010;2010 | 536384
158;536384;21324;Hanging Medina Lantern Small;6;2010-12-01 09:53:00;2.95;18074.0;United Kingdom;17.700000000000003;Low Value;Low Value;2010;2010 | 536384
159;536384;22457;Natural Slate Heart Chalkboard ;12;2010-12-01 09:53:00;2.95;18074.0;United Kingdom;35.400000000000006;Low Value;Low Value;2010;2010 | 536384
160;536384;22469;Heart Of Wicker Small;40;2010-12-01 09:53:00;1.45;18074.0;United Kingdom;58.0;Low Value;Med Value;2010;2010 | 536384
161;536384;22470;Heart Of Wicker Large;40;2010-12-01 09:53:00;2.55;18074.0;United Kingdom;102.0;High Value;Med Value;2010;2010 | 536384
162;536384;22224;White Lovebird Lantern;6;2010-12-01 09:53:00;2.95;18074.0;United Kingdom;17.700000000000003;Low Value;Low Value;2010;2010 | 536384
163;536384;21340;Classic Metal Birdcage Plant Holder;2;2010-12-01 09:53:00;12.75;18074.0;United Kingdom;25.5;Low Value;Low Value;2010;2010 | 536384
164;536384;22189;Cream Heart Card Holder;4;2010-12-01 09:53:00;3.95;18074.0;United Kingdom;15.8;Low Value;Low Value;2010;2010 | 536384
165;536384;22427;Enamel Flower Jug Cream;3;2010-12-01 09:53:00;5.95;18074.0;United Kingdom;17.85;Low Value;Low Value;2010;2010 | 536384
166;536384;22428;Enamel Fire Bucket Cream;6;2010-12-01 09:53:00;6.95;18074.0;United Kingdom;41.7;Low Value;Low Value;2010;2010 | 536384
167;536384;22424;Enamel Bread Bin Cream;8;2010-12-01 09:53:00;10.95;18074.0;United Kingdom;87.6;High Value;Med Value;2010;2010 | 536384
168;536385;22783;Set 3 Wicker Oval Baskets W Lids;1;2010-12-01 09:56:00;19.95;17420.0;United Kingdom;19.95;Low Value;Low Value;2010;2010 | 536385
169;536385;22961;Jam Making Set Printed;12;2010-12-01 09:56:00;1.45;17420.0;United Kingdom;17.4;Low Value;Low Value;2010;2010 | 536385
170;536385;22960;Jam Making Set With Jars;6;2010-12-01 09:56:00;4.25;17420.0;United Kingdom;25.5;Low Value;Low Value;2010;2010 | 536385
171;536385;22663;Jumbo Bag Dolly Girl Design;10;2010-12-01 09:56:00;1.95;17420.0;United Kingdom;19.5;Low Value;Low Value;2010;2010 | 536385
172;536385;85049A;Traditional Christmas Ribbons;12;2010-12-01 09:56:00;1.25;17420.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536385
173;536385;22168;Organiser Wood Antique White ;2;2010-12-01 09:56:00;8.5;17420.0;United Kingdom;17.0;Low Value;Low Value;2010;2010 | 536385
